user_uuid,question_code,question_text,question_number,category_id,category_name,option_id,option_select,option_code,option_text,block_number,created_at
1311a6c9-9853-4565-872e-eaa39be4144d,11_15,You said something in class or in a group… and everyone just ignored it. What’s your first thought?,,11,School,,B,11_15_B,B. Wow. That was awkward.  I’m never speaking up again.,3,2025-08-29T18:18:50.562284
1311a6c9-9853-4565-872e-eaa39be4144d,11_16,How do you feel turning in something early?,,11,School,,D,11_16_D,D. Never happened to me.,3,2025-08-26T18:18:50.562288
1311a6c9-9853-4565-872e-eaa39be4144d,11_17,When a group project falls apart but you did your part…,,11,School,,OTHER,11_17_OTHER,Other,3,2025-08-22T18:18:50.562294
1311a6c9-9853-4565-872e-eaa39be4144d,11_19,What do you wish your teacher understood about you?,,11,School,,D,11_19_D,D. I’m one of the “good” students—but I’m scared of messing up.,4,2025-08-19T18:18:50.562298
1311a6c9-9853-4565-872e-eaa39be4144d,12_1,Which video games do you play the most?,,12,Fun_Stuff,,B,12_1_B,"B. Creative/sandbox games (Minecraft, Roblox, LEGO Worlds)",1,2025-08-29T18:18:50.562302
1311a6c9-9853-4565-872e-eaa39be4144d,12_2,Who do you play games with the most?,,12,Fun_Stuff,,E,12_2_E,E. I don’t play video games,1,2025-08-23T18:18:50.562305
1311a6c9-9853-4565-872e-eaa39be4144d,12_4,When do you usually play video games?,,12,Fun_Stuff,,D,12_4_D,D. Whenever I’m stressed or bored,1,2025-08-12T18:18:50.562309
1311a6c9-9853-4565-872e-eaa39be4144d,12_5,"If this were your last meal, what would you choose for your main course?",,12,Fun_Stuff,,B,12_5_B,B. Italian Food: Pizza/Pasta,2,2025-08-25T18:18:50.562312
1311a6c9-9853-4565-872e-eaa39be4144d,12_6,"If this were your last meal, what would you choose for your drink?",,12,Fun_Stuff,,F,12_6_F,F. Milk,2,2025-07-31T18:18:50.562316
1311a6c9-9853-4565-872e-eaa39be4144d,13_1,What do you do when you feel a fart coming during class?,,13,Chaos,,OTHER,13_1_OTHER,Other,1,2025-08-25T18:18:50.562319
1311a6c9-9853-4565-872e-eaa39be4144d,13_2,What’s the worst time for your stomach to make a weird noise?,,13,Chaos,,E,13_2_E,E. While trying to impress your crush,1,2025-08-09T18:18:50.562323
1311a6c9-9853-4565-872e-eaa39be4144d,13_3,What’s the worst time to sneeze?,,13,Chaos,,OTHER,13_3_OTHER,Other,1,2025-08-23T18:18:50.562327
1311a6c9-9853-4565-872e-eaa39be4144d,13_4,Which day is the worst to wake up with a giant pimple?,,13,Chaos,,E,13_4_E,E. Job interview or first date—tie,1,2025-08-23T18:18:50.562330
1311a6c9-9853-4565-872e-eaa39be4144d,13_5,What do you do when you wave back—and realize it wasn’t for you?,,13,Chaos,,B,13_5_B,B. Pretend you were fixing your hair,2,2025-08-02T18:18:50.562334
1311a6c9-9853-4565-872e-eaa39be4144d,13_6,What’s the dumbest reason your friend group has ever argued?,,13,Chaos,,B,13_6_B,B. Someone left the group chat then came back like nothing happened,2,2025-08-01T18:18:50.562338
1311a6c9-9853-4565-872e-eaa39be4144d,13_7,"If your group had a TV show, what’s the first episode called?",,13,Chaos,,D,13_7_D,D. “This Is Why We Can’t Have Sleepovers”,2,2025-08-15T18:18:50.562341
1311a6c9-9853-4565-872e-eaa39be4144d,13_8,What’s the snack rule at your sleepovers?,,13,Chaos,,D,13_8_D,D. Fries > friends. Sharing is not required.,2,2025-08-10T18:18:50.562345
bfd9d2f2-e4d4-42d4-b5d1-d5ca0faa279c,1_1,"“Status: undefined, but not unloved.” Not all love lives are loud. Some are still forming, healing, daydreaming, or blooming when no one’s watching. What’s yours trying to say right now?  If your love life had a status update, what would it say?",,1,Love,,A,1_1_A,A. Unpaired. Unbothered. Still in orbit.,1,2025-08-11T18:18:50.562417
bfd9d2f2-e4d4-42d4-b5d1-d5ca0faa279c,1_2,What kind of love do you believe in?,,1,Love,,C,1_2_C,C. Laughs even when it’s hard.,2,2025-08-28T18:18:50.562421
bfd9d2f2-e4d4-42d4-b5d1-d5ca0faa279c,1_22,"Some love stories end with closure. Others end with… screenshots. Either way, if you can laugh now, it means you’ve made it somewhere new.  What’s a moment from a past relationship you laugh about now?",,1,Love,,B,1_22_B,B. All the cringey texts. I kept a few—for science.,4,2025-08-24T18:18:50.562425
bfd9d2f2-e4d4-42d4-b5d1-d5ca0faa279c,1_24,"Your love life isn’t broken. It’s just in beta. Honest status updates are the start of real growth—and great stories. 💘 If your love life had a status update, what would it say?",,1,Love,,OTHER,1_24_OTHER,Or this:,5,2025-08-27T18:18:50.562429
bfd9d2f2-e4d4-42d4-b5d1-d5ca0faa279c,2_1,"What was your friend vibe this summer? Friendship status: IRL, URL, or MIA?",,2,Friends,,A,2_1_A,A. Barely saw anyone. Everyone had “plans.”,1,2025-08-16T18:18:50.562433
bfd9d2f2-e4d4-42d4-b5d1-d5ca0faa279c,2_8,What do you do when a friend hurts your feelings?,,2,Friends,,A,2_8_A,A. I shut down or pull away—hoping it’ll pass or they’ll notice.,1,2025-08-23T18:18:50.562437
bfd9d2f2-e4d4-42d4-b5d1-d5ca0faa279c,2_17,What do you wish your friends understood about you?,,2,Friends,,C,2_17_C,C. I don’t always agree—I just avoid drama.,1,2025-08-02T18:18:50.562441
bfd9d2f2-e4d4-42d4-b5d1-d5ca0faa279c,2_18,When a friend chose someone else over you,,2,Friends,,OTHER,2_18_OTHER,Or this:,1,2025-08-29T18:18:50.562445
bfd9d2f2-e4d4-42d4-b5d1-d5ca0faa279c,2_19,Sometimes fitting in costs more than it’s worth.  Have you ever gone along with something that didn’t feel right to you—just to fit in?,,2,Friends,,C,2_19_C,"C. Nope. If it feels off, I’m out. Even if it’s awkward.",4,2025-08-18T18:18:50.562448
bfd9d2f2-e4d4-42d4-b5d1-d5ca0faa279c,2_20,What do you do when you don’t want to go along with what your friends are doing?,,2,Friends,,OTHER,2_20_OTHER,☐ Or maybe I do something else entirely:,4,2025-08-13T18:18:50.562453
bfd9d2f2-e4d4-42d4-b5d1-d5ca0faa279c,2_21,What do you do when you feel like you’re always the second choice?,,2,Friends,,B,2_21_B,B. I say it straight—I’d rather be honest than lowkey mad.,4,2025-08-21T18:18:50.562457
bfd9d2f2-e4d4-42d4-b5d1-d5ca0faa279c,2_22,"What do you do when a friend is pulling away, but you’re not sure why?",,2,Friends,,D,2_22_D,D. I ghost them first—beats getting dropped.,4,2025-08-26T18:18:50.562461
bfd9d2f2-e4d4-42d4-b5d1-d5ca0faa279c,2_25,It stings to be left out. But picking a guest list isn’t easy either. Sometimes it’s not personal—it’s just hard.  How do you handle it when you’re the host?,,2,Friends,,D,2_25_D,"D. I mix it up. Random combo, let’s see who clicks.",5,2025-08-14T18:18:50.562465
bfd9d2f2-e4d4-42d4-b5d1-d5ca0faa279c,2_26,How do you handle it when someone feels hurt because you didn’t include them?,,2,Friends,,D,2_26_D,D. I get mad—they don’t know what went down.,5,2025-08-09T18:18:50.562468
bfd9d2f2-e4d4-42d4-b5d1-d5ca0faa279c,3_1,How much time do you usually spend online each day (outside of schoolwork)?,,3,Online_Life,,B,3_1_B,B. 1–3 hours,1,2025-08-24T18:18:50.562472
bfd9d2f2-e4d4-42d4-b5d1-d5ca0faa279c,3_3,Do you think online friendships are “real friendships”?,,3,Online_Life,,C,3_3_C,C. I don’t have online friendships,1,2025-08-15T18:18:50.562476
bfd9d2f2-e4d4-42d4-b5d1-d5ca0faa279c,3_6,"Pew Research Center (April 2025) reported: Teens acknowledge both positives and negatives: 74% say it’s enhanced friendships; 63% say it’s sparked creativity—but 39% feel overwhelmed by drama, and 31% pressured to post .  How does social media affect your mood? Then see others.",,3,Online_Life,,OTHER,3_6_OTHER,Drop your vibe:,2,2025-08-08T18:18:50.562479
bfd9d2f2-e4d4-42d4-b5d1-d5ca0faa279c,3_9,How do you feel right before you post something?,,3,Online_Life,,B,3_9_B,"B. Nervous, but I hit post anyway.",2,2025-08-11T18:18:50.562483
bfd9d2f2-e4d4-42d4-b5d1-d5ca0faa279c,3_10,What do you do after you post something?,,3,Online_Life,,A,3_10_A,A. Wait 30 seconds and check who liked it,2,2025-08-03T18:18:50.562487
bfd9d2f2-e4d4-42d4-b5d1-d5ca0faa279c,3_12,"When a post gets a lot of love, what do you think about next?",,3,Online_Life,,B,3_12_B,B. I wonder if I peaked,2,2025-08-28T18:18:50.562490
bfd9d2f2-e4d4-42d4-b5d1-d5ca0faa279c,3_13,How real are your posts compared to your real life?,,3,Online_Life,,A,3_13_A,A. What you see is what you get.,2,2025-08-20T18:18:50.562494
bfd9d2f2-e4d4-42d4-b5d1-d5ca0faa279c,3_7,What’s your main reason for posting anything?,,3,Online_Life,,B,3_7_B,"B. Proof of life. (Also: look, I went outside.)",3,2025-08-11T18:18:50.562498
bfd9d2f2-e4d4-42d4-b5d1-d5ca0faa279c,3_14,Has social media ever made you feel punished for being real?,,3,Online_Life,,A,3_14_A,Yes—when I shared something not flashy and got ignored,3,2025-08-05T18:18:50.562501
bfd9d2f2-e4d4-42d4-b5d1-d5ca0faa279c,3_11,How do you feel when people leave kind comments on your post?,,3,Online_Life,,A,3_11_A,A. Day = made,4,2025-08-26T18:18:50.562505
bfd9d2f2-e4d4-42d4-b5d1-d5ca0faa279c,3_17,If your post didn’t get any likes... what’s your first thought?,,3,Online_Life,,D,3_17_D,D. I liked it. That’s enough,4,2025-08-19T18:18:50.562508
bfd9d2f2-e4d4-42d4-b5d1-d5ca0faa279c,3_18,Do you ever scroll through your own old posts?,,3,Online_Life,,OTHER,3_18_OTHER,Also this:,4,2025-08-17T18:18:50.562519
bfd9d2f2-e4d4-42d4-b5d1-d5ca0faa279c,3_25,What’s your relationship with deleting posts?,,3,Online_Life,,B,3_25_B,B. Delete spree—no one’s safe,4,2025-08-12T18:18:50.562522
bfd9d2f2-e4d4-42d4-b5d1-d5ca0faa279c,3_19,When you see people’s happy posts…,,3,Online_Life,,OTHER,3_19_OTHER,Also this:,5,2025-08-12T18:18:50.562526
bfd9d2f2-e4d4-42d4-b5d1-d5ca0faa279c,3_20,What’s your energy when watching a friend go viral?,,3,Online_Life,,B,3_20_B,B. Gotta respect the hustle—even if it’s cringe,5,2025-08-20T18:18:50.562529
bfd9d2f2-e4d4-42d4-b5d1-d5ca0faa279c,3_24,"How do you know you’ve emotionally graduated from a trend, with honors?",,3,Online_Life,,C,3_24_C,C. When you know the punchline before the video loads,5,2025-07-31T18:18:50.562533
bfd9d2f2-e4d4-42d4-b5d1-d5ca0faa279c,3_27,When you don’t post for a while…,,3,Online_Life,,A,3_27_A,A. That’s not an option,5,2025-08-03T18:18:50.562537
bfd9d2f2-e4d4-42d4-b5d1-d5ca0faa279c,3_21,What’s your birthday vibe online?,,3,Online_Life,,OTHER,3_21_OTHER,Also this:,6,2025-08-01T18:18:50.562540
bfd9d2f2-e4d4-42d4-b5d1-d5ca0faa279c,3_22,How do you feel when your birthday gets posted online by the platform (or others)?,,3,Online_Life,,OTHER,3_22_OTHER,Also this:,6,2025-08-26T18:18:50.562544
bfd9d2f2-e4d4-42d4-b5d1-d5ca0faa279c,3_23,"When people post birthday edits on TikTok, do you ever feel weird about your own?",,3,Online_Life,,OTHER,3_23_OTHER,Add your vibe:,6,2025-08-21T18:18:50.562548
bfd9d2f2-e4d4-42d4-b5d1-d5ca0faa279c,4_1,"No dress code, no shade. Style isn’t just what you wear—it’s a way to say “this is me” without talking.  What’s your dream outfit if no one could judge?",,4,Pinky,,OTHER,4_1_OTHER,Other,1,2025-08-05T18:18:50.562552
bfd9d2f2-e4d4-42d4-b5d1-d5ca0faa279c,4_3,What color feels like “you” today?,,4,Pinky,,OTHER,4_3_OTHER,Other,1,2025-08-09T18:18:50.562555
bfd9d2f2-e4d4-42d4-b5d1-d5ca0faa279c,4_5,What’s your favorite kind of quiet?,,4,Pinky,,B,4_5_B,B. Late-night car rides with soft music,1,2025-08-05T18:18:50.562559
bfd9d2f2-e4d4-42d4-b5d1-d5ca0faa279c,4_8,What’s a red flag you’d walk past with sunglasses on?,,4,Pinky,,D,4_8_D,D. Says “I’m not like other guys” unironically,1,2025-08-21T18:18:50.562563
bfd9d2f2-e4d4-42d4-b5d1-d5ca0faa279c,4_9,What’s your personal theme song when you enter a room?,,4,Pinky,,OTHER,4_9_OTHER,Other,1,2025-08-14T18:18:50.562566
bfd9d2f2-e4d4-42d4-b5d1-d5ca0faa279c,4_2,"Lip gloss, mascara, or blush—you only get one?",,4,Pinky,,A,4_2_A,"A. Lip gloss. My words shine, obviously.",2,2025-08-02T18:18:50.562570
bfd9d2f2-e4d4-42d4-b5d1-d5ca0faa279c,4_6,What tiny thing makes you feel loved?,,4,Pinky,,D,4_6_D,D. Someone making you laugh when you needed it,2,2025-08-04T18:18:50.562574
bfd9d2f2-e4d4-42d4-b5d1-d5ca0faa279c,4_7,"If you could bottle a moment and wear it as perfume, what would it be?",,4,Pinky,,A,4_7_A,A. That feeling when someone plays with your hair,2,2025-08-03T18:18:50.562578
bfd9d2f2-e4d4-42d4-b5d1-d5ca0faa279c,4_14,What’s a little thing that makes you feel pretty or powerful?,,4,Pinky,,B,4_14_B,B. When someone compliments me out of nowhere.,2,2025-08-13T18:18:50.562581
bfd9d2f2-e4d4-42d4-b5d1-d5ca0faa279c,4_4,"If your emotions had a scent, what would today’s be?",,4,Pinky,,OTHER,4_4_OTHER,Other,3,2025-08-14T18:18:50.562585
bfd9d2f2-e4d4-42d4-b5d1-d5ca0faa279c,4_10,👕👗 If you had to pick one outfit combo to see every day for a year—on yourself or your crush—which one wins?,,4,Pinky,,B,4_10_B,B. Flowy dress + sneakers = floaty but grounded,3,2025-08-25T18:18:50.562588
bfd9d2f2-e4d4-42d4-b5d1-d5ca0faa279c,4_11,What’s your “I woke up late” outfit —on yourself or your crush?,,4,Pinky,,C,4_11_C,"C. Sweatpants, crop top, and clean sneakers",3,2025-08-01T18:18:50.562592
bfd9d2f2-e4d4-42d4-b5d1-d5ca0faa279c,4_12,If you had to wear one for a year—shy but somehow magnetic—on yourself or your crush—which one wins?,,4,Pinky,,D,4_12_D,"D. Soft button-up, chunky necklace, and a smile that makes people stare too long",3,2025-08-26T18:18:50.562595
bfd9d2f2-e4d4-42d4-b5d1-d5ca0faa279c,4_13,💼 If you had to wear one vibe for a year—bossy but in denial——on yourself or your crush—which one wins?,,4,Pinky,,D,4_13_D,"D. Sneakers, button-up (unbuttoned), sunglasses indoors, and a to-do list with other people’s names on it",3,2025-08-14T18:18:50.562599
bfd9d2f2-e4d4-42d4-b5d1-d5ca0faa279c,5_3,🔵 What’s your personal theme song when you enter a room? (Lowkey Edition),,5,Lowkey,,B,5_3_B,B. “Someone You Loved” – Lewis Capaldi,1,2025-08-25T18:18:50.562603
bfd9d2f2-e4d4-42d4-b5d1-d5ca0faa279c,5_5,Your friend sends a long message. You don’t know how to reply.,,5,Lowkey,,C,5_5_C,C. Write. Overthink. Delete.,1,2025-08-19T18:18:50.562606
bfd9d2f2-e4d4-42d4-b5d1-d5ca0faa279c,5_7,What’s your best move when you’re being watched?,,5,Lowkey,,A,5_7_A,A. Don’t blink. Don’t move.,1,2025-08-29T18:18:50.562610
bfd9d2f2-e4d4-42d4-b5d1-d5ca0faa279c,5_9,👕👟 If you had to pick one outfit combo to see every day for a year—on yourself or your crush—which one wins? Lowkey,,5,Lowkey,,B,5_9_B,"B. Button-down + chain = clean, calm, collected",1,2025-08-07T18:18:50.562613
bfd9d2f2-e4d4-42d4-b5d1-d5ca0faa279c,5_10,What’s your “I’m not trying but still cute” go-to—on yourself or your crush? Lowkey,,5,Lowkey,,OTHER,5_10_OTHER,Other,1,2025-08-09T18:18:50.562617
bfd9d2f2-e4d4-42d4-b5d1-d5ca0faa279c,5_6,Where do you usually sit when things feel too much?,,5,Lowkey,,C,5_6_C,C. Quiet corners. No chatter.,2,2025-08-06T18:18:50.562621
bfd9d2f2-e4d4-42d4-b5d1-d5ca0faa279c,5_8,What sound feels most like you?,,5,Lowkey,,OTHER,5_8_OTHER,Something else your vibe sounds like:,2,2025-08-03T18:18:50.562624
bfd9d2f2-e4d4-42d4-b5d1-d5ca0faa279c,5_11,🧲 If you had to wear one vibe for a year—lowkey nervous but somehow magnetic—on yourself or your crush—which one wins?,,5,Lowkey,,D,5_11_D,"D. Button-up layered over a tee, one silver ring, and a stare that says nothing—but sees everything",2,2025-08-06T18:18:50.562628
bfd9d2f2-e4d4-42d4-b5d1-d5ca0faa279c,5_12,💼 If you had to wear one vibe for a year—bossy but in denial——on yourself or your crush—which one wins?,,5,Lowkey,,C,5_12_C,"C. Backpack with snacks and an agenda, says “trust me”.",2,2025-08-10T18:18:50.562632
bfd9d2f2-e4d4-42d4-b5d1-d5ca0faa279c,6_7,Have you ever changed yourself to fit in? [playlist:spiral],,6,Personal,,B,6_7_B,B. I used to. Now I’m picking me first.,1,2025-08-10T18:18:50.562635
bfd9d2f2-e4d4-42d4-b5d1-d5ca0faa279c,6_32,What are you building right now that gives you energy or pride?,,6,Personal,,B,6_32_B,B. I’m getting better at something creative or athletic.,1,2025-08-01T18:18:50.562639
bfd9d2f2-e4d4-42d4-b5d1-d5ca0faa279c,6_8,Who do you trust with your secrets?,,6,Personal,,A,6_8_A,A. A journal. I don’t feel safe enough to tell people.,2,2025-08-19T18:18:50.562643
bfd9d2f2-e4d4-42d4-b5d1-d5ca0faa279c,6_27,If people go quiet when you walk by... what do you assume?,,6,Personal,,OTHER,6_27_OTHER,Other,2,2025-08-05T18:18:50.562646
bfd9d2f2-e4d4-42d4-b5d1-d5ca0faa279c,6_30,What do you want to remind yourself when people leave you out? [playlist:Rejection] [playlist:Believe],,6,Personal,,C,6_30_C,C. I can still feel hurt and still move forward.,2,2025-08-08T18:18:50.562650
bfd9d2f2-e4d4-42d4-b5d1-d5ca0faa279c,6_12,Where does your creativity show up most?,,6,Personal,,A,6_12_A,"A. In stories, or music I’m proud to make.",4,2025-08-21T18:18:50.562653
bfd9d2f2-e4d4-42d4-b5d1-d5ca0faa279c,6_13,What’s your favorite way to express yourself?,,6,Personal,,C,6_13_C,C. Making people laugh. That’s how I show myself.,4,2025-08-02T18:18:50.562657
bfd9d2f2-e4d4-42d4-b5d1-d5ca0faa279c,6_22,What color best matches your mood right now?,,6,Personal,,OTHER,6_22_OTHER,Other,4,2025-08-30T18:18:50.562661
bfd9d2f2-e4d4-42d4-b5d1-d5ca0faa279c,6_23,"If your thoughts had a soundtrack today, what would it sound like?",,6,Personal,,A,6_23_A,A. A lo-fi chill beat with rainy window vibes,4,2025-08-17T18:18:50.562668
bfd9d2f2-e4d4-42d4-b5d1-d5ca0faa279c,6_24,"If your mind was a weather forecast today, what would it say?",,6,Personal,,OTHER,6_24_OTHER,Other,4,2025-08-17T18:18:50.562672
bfd9d2f2-e4d4-42d4-b5d1-d5ca0faa279c,6_20,How do you handle the pressure to be perfect?,,6,Personal,,OTHER,6_20_OTHER,Other,5,2025-08-19T18:18:50.562676
bfd9d2f2-e4d4-42d4-b5d1-d5ca0faa279c,6_21,What helps you calm down when life feels too big?,,6,Personal,,B,6_21_B,B. Talk to someone who helps me make sense of it.,5,2025-08-30T18:18:50.562679
bfd9d2f2-e4d4-42d4-b5d1-d5ca0faa279c,6_4,Do you ever think about how the way you talk affects how clearly you get your point across?,,6,Personal,,OTHER,6_4_OTHER,Other,6,2025-08-16T18:18:50.562683
bfd9d2f2-e4d4-42d4-b5d1-d5ca0faa279c,6_5,This isn’t grammar police—we don’t care where commas go. We’re just asking… how many “likes” per sentence are you rocking these days? No shade. Just stats.,,6,Personal,,C,6_5_C,"C. Like, how many are we talking? Like five per sentence? Like, whatever.",6,2025-08-20T18:18:50.562686
bfd9d2f2-e4d4-42d4-b5d1-d5ca0faa279c,6_6,"You know when you say “you know”… and the other person doesn’t actually know? But you say it anyway… because it feels right? So how often do you, like, you know… say “you know”?  (This question is—you know—kind of genius.)",,6,Personal,,A,6_6_A,"A. I say it when I’m nervous, you know?",6,2025-08-18T18:18:50.562690
bfd9d2f2-e4d4-42d4-b5d1-d5ca0faa279c,6_26,Do you ever feel like you’re on the outside looking in?,,6,Personal,,E,6_26_E,E. Not really. I’ve always had my crew.,7,2025-08-15T18:18:50.562694
bfd9d2f2-e4d4-42d4-b5d1-d5ca0faa279c,6_34,"After homework, who do you usually spend time with?",,6,Personal,,OTHER,6_34_OTHER,Other,7,2025-08-27T18:18:50.562697
bfd9d2f2-e4d4-42d4-b5d1-d5ca0faa279c,7_1,"Forgiveness isn’t a race. Fast, slow, or never—how you handle it is still a story worth telling.  Do you forgive fast, slow… or never?",,7,Healing,,B,7_1_B,B. Slow. I need time.,1,2025-08-08T18:18:50.562701
bfd9d2f2-e4d4-42d4-b5d1-d5ca0faa279c,7_3,Do you forgive yourself easily?,,7,Healing,,B,7_3_B,B. Eventually—once I understand why I did it.,1,2025-08-14T18:18:50.562705
bfd9d2f2-e4d4-42d4-b5d1-d5ca0faa279c,8_3,"“When someone crosses the line, your body knows it—even if your face says nothing.”  [playlist:Believe]  What’s your go-to move when someone crosses the line?",,8,Defense,,A,8_3_A,A.  Fake laugh and disappear,1,2025-08-14T18:18:50.562709
bfd9d2f2-e4d4-42d4-b5d1-d5ca0faa279c,8_4,You get one line to shut down a hater—what is it?,,8,Defense,,A,8_4_A,A. “You good? You seem… pressed. ”,1,2025-08-13T18:18:50.562716
bfd9d2f2-e4d4-42d4-b5d1-d5ca0faa279c,8_12,"If someone tries to bring drama, what’s your signature move?",,8,Defense,,OTHER,8_12_OTHER,Other,1,2025-08-16T18:18:50.562720
bfd9d2f2-e4d4-42d4-b5d1-d5ca0faa279c,8_13,No judgment—everyone handles tension their own way. Some pause. Some pounce. Some panic and joke. What’s your go-to rhythm?  We’re not clocking you like it’s the Olympics—just curious what your survival setting is. How many seconds do you pause before replying—especially with difficult people?,,8,Defense,,B,8_13_B,B. I reply right away with filler words until I figure out what I mean.,1,2025-08-16T18:18:50.562723
bfd9d2f2-e4d4-42d4-b5d1-d5ca0faa279c,8_5,"1 in 5 teens experienced bullying.  You see someone being physically bullied in the hallway—like shoved, blocked, or grabbed. What do you do?",,8,Defense,,C,8_5_C,C. I run to get help or report it.,2,2025-08-20T18:18:50.562727
bfd9d2f2-e4d4-42d4-b5d1-d5ca0faa279c,8_6,"If you see someone being verbally bullied, what do you do?",,8,Defense,,C,8_6_C,"C. I would say, ‘Hey, that’s not okay,’ even if I were scared.",2,2025-08-19T18:18:50.562730
bfd9d2f2-e4d4-42d4-b5d1-d5ca0faa279c,8_7,"Let’s say someone starts physically bullying you—like shoving, hitting, or threatening you. What do you think you’d do?",,8,Defense,,B,8_7_B,B. I’d dodge or block them and just get away.,2,2025-08-04T18:18:50.562734
bfd9d2f2-e4d4-42d4-b5d1-d5ca0faa279c,8_8,"If someone’s byllied you—insulting, mocking, or spreading rumors. How would you respond?",,8,Defense,,B,8_8_B,B. I would freeze and don’t know what to say—and wish someone else would speak up.,2,2025-08-17T18:18:50.562738
bfd9d2f2-e4d4-42d4-b5d1-d5ca0faa279c,8_9,If someone left a mean comment on your post... what would you do?,,8,Defense,,B,8_9_B,B. I’d delete it—but it would still hurt.,2,2025-08-25T18:18:50.562742
bfd9d2f2-e4d4-42d4-b5d1-d5ca0faa279c,9_1,Every house has a rhythm—what was yours? Vibes speak even when people don’t. Summer shows how people fit (or don’t)  What was your family vibe this summer?,,9,Family,,C,9_1_C,C. Explosive. Someone cried. Someone yelled. Might’ve been me.,1,2025-08-13T18:18:50.562745
bfd9d2f2-e4d4-42d4-b5d1-d5ca0faa279c,9_2,Do you talk about your day or interesting topics during dinner?,,9,Family,,B,9_2_B,"B. Sometimes, depends on the mood.",1,2025-07-31T18:18:50.562749
bfd9d2f2-e4d4-42d4-b5d1-d5ca0faa279c,9_3,Have you ever lied to your parents?,,9,Family,,A,9_3_A,Yes,1,2025-08-23T18:18:50.562753
bfd9d2f2-e4d4-42d4-b5d1-d5ca0faa279c,9_4,How often do you lie in general?,,9,Family,,C,9_4_C,Never,1,2025-08-08T18:18:50.562757
bfd9d2f2-e4d4-42d4-b5d1-d5ca0faa279c,9_5,"If you ever hide the truth from your parents, what are you usually hiding?",,9,Family,,F,9_5_F,F. Just wanting privacy,1,2025-08-08T18:18:50.562761
bfd9d2f2-e4d4-42d4-b5d1-d5ca0faa279c,9_6,"When you avoid telling someone the full truth, what’s usually about this person?",,9,Family,,C,9_6_C,C. They might judge me or blame me.,1,2025-08-28T18:18:50.562764
bfd9d2f2-e4d4-42d4-b5d1-d5ca0faa279c,9_7,What makes you feel safe enough to tell someone the whole truth?,,9,Family,,C,9_7_C,"C. They help me solve the problem, not make it bigger.",1,2025-08-25T18:18:50.562768
bfd9d2f2-e4d4-42d4-b5d1-d5ca0faa279c,9_8,"Sibling energy is real—whether it’s war, peace, or just awkward silence. Some bonds are loud. Some are quiet. All of them shape you.  What’s the dynamic you know too well?",,9,Family,,A,9_8_A,A. I try to stay out of their way.,1,2025-08-16T18:18:50.562772
bfd9d2f2-e4d4-42d4-b5d1-d5ca0faa279c,9_23,Some things are hard to say out loud—but they still matter. Feeling misunderstood can make even love feel heavy. [playlist:Family]  What do you wish your parent understood about you?,,9,Family,,B,9_23_B,B. I’m more confident than they realize—they just don’t seem to trust me.,1,2025-08-11T18:18:50.562776
bfd9d2f2-e4d4-42d4-b5d1-d5ca0faa279c,9_22,"You don’t always say it out loud—but it still leaks out. Some teens hide. Some shut down. Some start fights.  When something hurts, what do you actually do at home?",,9,Family,,OTHER,9_22_OTHER,Other,2,2025-08-26T18:18:50.562779
bfd9d2f2-e4d4-42d4-b5d1-d5ca0faa279c,9_9,"Every family has tension—loud or quiet, it shows up. Some people rush in. Some shut down. Some disappear. There’s no perfect way to handle it—but your pattern comes from somewhere—and it matters.  When someone in your family is upset, what do you do?",,9,Family,,A,9_9_A,A. Stay quiet and try not to make it worse.,3,2025-08-05T18:18:50.562783
bfd9d2f2-e4d4-42d4-b5d1-d5ca0faa279c,9_10,Every house argues—it’s part of being human. But how it starts… and how it ends… tells you a lot. What’s the script you know by heart?  How do arguments usually go in your house?,,9,Family,,C,9_10_C,C. I yell. They yell. It never ends well.,3,2025-08-23T18:18:50.562787
bfd9d2f2-e4d4-42d4-b5d1-d5ca0faa279c,9_11,Most tension starts small—until it builds into something big. It’s not just what people fight about—it’s what goes unsaid that builds pressure.  What sparks it most where you live?,,9,Family,,C,9_11_C,C. Bad moods bouncing around like dodgeballs.,3,2025-08-12T18:18:50.562790
bfd9d2f2-e4d4-42d4-b5d1-d5ca0faa279c,9_12,Every couple fights—it’s part of being close. But how they argue teaches you something: What respect looks like. Whether people take responsibility. Whether things get repaired—or just buried.  How do your parents argue?,,9,Family,,B,9_12_B,B. Cold silence for days,3,2025-08-01T18:18:50.562794
bfd9d2f2-e4d4-42d4-b5d1-d5ca0faa279c,9_14,Every household has repeat fights—like a playlist stuck on loop.  What do your parents usually argue about?,,9,Family,,OTHER,9_14_OTHER,Other,3,2025-08-19T18:18:50.562797
bfd9d2f2-e4d4-42d4-b5d1-d5ca0faa279c,9_15,"Parents don’t always say what’s really going on. But you feel it—through their moods, their tone, their silence.  What do you think is weighing on them lately?",,9,Family,,B,9_15_B,B. Worrying about health—their own or the family’s,3,2025-08-05T18:18:50.562801
bfd9d2f2-e4d4-42d4-b5d1-d5ca0faa279c,9_16,"Even if it’s not your fight, it affects you. Some teens hide. Some freeze. Some jump in.  What’s your instinct when the room goes tense?",,9,Family,,B,9_16_B,B. Stay calm and wait to check in afterward.,3,2025-08-05T18:18:50.562805
