user_uuid,question_code,question_text,question_number,category_id,category_name,option_id,option_select,option_code,option_text,block_number,weight,created_at
9acd7b8b-effd-4b76-9fbe-1a997f2595f6,6_25,"If you could pack one emotion in your backpack forever, what would it be?",,6,Personal,,B,6_25_B,B. Curiosity,3,0.71,2025-08-02T16:11:20.281190
9acd7b8b-effd-4b76-9fbe-1a997f2595f6,6_25,"If you could pack one emotion in your backpack forever, what would it be?",,6,Personal,,OTHER,6_25_OTHER,Other,3,1.16,2025-08-02T16:11:20.281190
9acd7b8b-effd-4b76-9fbe-1a997f2595f6,6_25,"If you could pack one emotion in your backpack forever, what would it be?",,6,Personal,,E,6_25_E,E. Hope,3,1.33,2025-08-02T16:11:20.281190
9acd7b8b-effd-4b76-9fbe-1a997f2595f6,6_28,Think about something hard you’ve been through. What helped you get through it?,,6,Personal,,D,6_28_D,"D. I turned it into art, music, or writing.",3,0.61,2025-08-26T16:11:20.281225
9acd7b8b-effd-4b76-9fbe-1a997f2595f6,6_28,Think about something hard you’ve been through. What helped you get through it?,,6,Personal,,C,6_28_C,"C. I let myself cry, then slowly kept going.",3,1.49,2025-08-26T16:11:20.281225
9acd7b8b-effd-4b76-9fbe-1a997f2595f6,6_28,Think about something hard you’ve been through. What helped you get through it?,,6,Personal,,A,6_28_A,A. I talked to someone who really listened.,3,0.82,2025-08-26T16:11:20.281225
9acd7b8b-effd-4b76-9fbe-1a997f2595f6,6_28,Think about something hard you’ve been through. What helped you get through it?,,6,Personal,,OTHER,6_28_OTHER,Other,3,1.28,2025-08-26T16:11:20.281225
9acd7b8b-effd-4b76-9fbe-1a997f2595f6,6_28,Think about something hard you’ve been through. What helped you get through it?,,6,Personal,,B,6_28_B,B. I distracted myself until it hurt less.,3,0.94,2025-08-26T16:11:20.281225
9acd7b8b-effd-4b76-9fbe-1a997f2595f6,6_28,Think about something hard you’ve been through. What helped you get through it?,,6,Personal,,E,6_28_E,E. I’m not sure.  I just kept going somehow.,3,0.96,2025-08-26T16:11:20.281225
9acd7b8b-effd-4b76-9fbe-1a997f2595f6,6_29,What gives you energy when you feel drained?,,6,Personal,,OTHER,6_29_OTHER,Other,3,1.44,2025-08-03T16:11:20.281249
9acd7b8b-effd-4b76-9fbe-1a997f2595f6,6_29,What gives you energy when you feel drained?,,6,Personal,,A,6_29_A,A. Music.  It’s like it gets me without needing words.,3,1.43,2025-08-03T16:11:20.281249
9acd7b8b-effd-4b76-9fbe-1a997f2595f6,6_14,What do you do when your brain needs a break?,,6,Personal,,C,6_14_C,C. Scroll memes and laugh until I forget everything.,4,0.81,2025-08-11T16:11:20.281261
9acd7b8b-effd-4b76-9fbe-1a997f2595f6,6_14,What do you do when your brain needs a break?,,6,Personal,,B,6_14_B,"B. Go for a walk, sports, do something that moves my body.",4,1.36,2025-08-11T16:11:20.281261
9acd7b8b-effd-4b76-9fbe-1a997f2595f6,6_14,What do you do when your brain needs a break?,,6,Personal,,D,6_14_D,D. Put on headphones and zone out to music.,4,0.52,2025-08-11T16:11:20.281261
9acd7b8b-effd-4b76-9fbe-1a997f2595f6,6_14,What do you do when your brain needs a break?,,6,Personal,,OTHER,6_14_OTHER,Other,4,0.62,2025-08-11T16:11:20.281261
9acd7b8b-effd-4b76-9fbe-1a997f2595f6,6_14,What do you do when your brain needs a break?,,6,Personal,,A,6_14_A,A. Shut off everything and lie down.,4,0.89,2025-08-11T16:11:20.281261
9acd7b8b-effd-4b76-9fbe-1a997f2595f6,6_17,What’s something you’re dealing with that your parents didn’t at your age?,,6,Personal,,D,6_17_D,D. No idea.  Maybe they had it just as hard.,5,1.46,2025-08-18T16:11:20.281281
9acd7b8b-effd-4b76-9fbe-1a997f2595f6,6_18,What do you wish adults understood about being a teen?,,6,Personal,,B,6_18_B,"B. Sometimes we need space, not speeches.",5,0.93,2025-08-02T16:11:20.281344
9acd7b8b-effd-4b76-9fbe-1a997f2595f6,6_19,Forget about parties—what do you wish politicians actually understood about your life?,,6,Personal,,A,6_19_A,A. That mental health isn’t just a buzzword—it’s survival.,5,0.96,2025-08-20T16:11:20.281357
9acd7b8b-effd-4b76-9fbe-1a997f2595f6,6_19,Forget about parties—what do you wish politicians actually understood about your life?,,6,Personal,,OTHER,6_19_OTHER,Other,5,0.82,2025-08-20T16:11:20.281357
9acd7b8b-effd-4b76-9fbe-1a997f2595f6,6_19,Forget about parties—what do you wish politicians actually understood about your life?,,6,Personal,,B,6_19_B,"B. We need safer schools—safer from guns, bullying, infrastructure problems, and more—not just speeches.",5,0.77,2025-08-20T16:11:20.281357
9acd7b8b-effd-4b76-9fbe-1a997f2595f6,6_35,When someone talks behind your back,,6,Personal,,B,6_35_B,B. I talked to a friend I trust.,7,1.36,2025-07-31T16:11:20.281372
9acd7b8b-effd-4b76-9fbe-1a997f2595f6,6_35,When someone talks behind your back,,6,Personal,,A,6_35_A,A. I confronted them.,7,1.29,2025-07-31T16:11:20.281372
9acd7b8b-effd-4b76-9fbe-1a997f2595f6,6_35,When someone talks behind your back,,6,Personal,,OTHER,6_35_OTHER,Other,7,1.14,2025-07-31T16:11:20.281372
9acd7b8b-effd-4b76-9fbe-1a997f2595f6,6_35,When someone talks behind your back,,6,Personal,,D,6_35_D,D. I drafted a 17-point PowerPoint titled “What I Would’ve Said If I Were Petty.”,7,0.76,2025-07-31T16:11:20.281372
9acd7b8b-effd-4b76-9fbe-1a997f2595f6,6_35,When someone talks behind your back,,6,Personal,,C,6_35_C,C. I tried to let it go—but it still bugs me.,7,0.7,2025-07-31T16:11:20.281372
9acd7b8b-effd-4b76-9fbe-1a997f2595f6,6_36,When a teacher/adult treated you unfairly,,6,Personal,,D,6_36_D,D. I imagined winning an award and accidentally forgetting to thank them.,7,1.49,2025-08-14T16:11:20.281392
9acd7b8b-effd-4b76-9fbe-1a997f2595f6,6_37,"When you feel disappointed, what helps you stay grounded?",,6,Personal,,B,6_37_B,B. Talking to someone who reminds me what matters.,7,1.28,2025-08-06T16:11:20.281402
9acd7b8b-effd-4b76-9fbe-1a997f2595f6,6_37,"When you feel disappointed, what helps you stay grounded?",,6,Personal,,C,6_37_C,"C. Remembering this is temporary, but what I’m working on isn’t.",7,1.16,2025-08-06T16:11:20.281402
9acd7b8b-effd-4b76-9fbe-1a997f2595f6,6_15,What does being inspired feel like to you?,,6,Personal,,B,6_15_B,"B. Like magic—I don’t know why, but I feel completely alive",8,1.16,2025-08-22T16:11:20.281415
9acd7b8b-effd-4b76-9fbe-1a997f2595f6,6_15,What does being inspired feel like to you?,,6,Personal,,C,6_15_C,C. I’m not sure I’ve felt that yet,8,1.44,2025-08-22T16:11:20.281415
9acd7b8b-effd-4b76-9fbe-1a997f2595f6,6_16,When do you feel most inspired?,,6,Personal,,C,6_16_C,C. After a wild convo.,8,0.5,2025-08-18T16:11:20.281426
9acd7b8b-effd-4b76-9fbe-1a997f2595f6,6_16,When do you feel most inspired?,,6,Personal,,OTHER,6_16_OTHER,Other,8,0.67,2025-08-18T16:11:20.281426
9acd7b8b-effd-4b76-9fbe-1a997f2595f6,6_33,What helps you feel like you’re moving in a direction that matters?,,6,Personal,,C,6_33_C,"C. Just showing up for what I care about, even if I’m tired.",8,1.42,2025-08-05T16:11:20.281438
9acd7b8b-effd-4b76-9fbe-1a997f2595f6,6_33,What helps you feel like you’re moving in a direction that matters?,,6,Personal,,D,6_33_D,D. I don’t know yet—but I want to find it.,8,0.96,2025-08-05T16:11:20.281438
9acd7b8b-effd-4b76-9fbe-1a997f2595f6,7_2,What helps you forgive someone?,,7,Healing,,C,7_2_C,C. Making peace through humor or shared chaos again.,1,1.41,2025-08-25T16:11:20.281450
9acd7b8b-effd-4b76-9fbe-1a997f2595f6,7_2,What helps you forgive someone?,,7,Healing,,D,7_2_D,D. Hearing their side—if it’s honest and real.,1,1.48,2025-08-25T16:11:20.281450
9acd7b8b-effd-4b76-9fbe-1a997f2595f6,7_4,What makes you feel like you’ve healed?,,7,Healing,,B,7_4_B,B. When I can talk about it without tearing up.,1,1.09,2025-08-30T16:11:20.281469
9acd7b8b-effd-4b76-9fbe-1a997f2595f6,7_4,What makes you feel like you’ve healed?,,7,Healing,,C,7_4_C,C. When I can laugh about it—just a little.,1,1.49,2025-08-30T16:11:20.281469
9acd7b8b-effd-4b76-9fbe-1a997f2595f6,7_4,What makes you feel like you’ve healed?,,7,Healing,,OTHER,7_4_OTHER,Other,1,0.81,2025-08-30T16:11:20.281469
9acd7b8b-effd-4b76-9fbe-1a997f2595f6,7_4,What makes you feel like you’ve healed?,,7,Healing,,A,7_4_A,A. When I stop checking if they care anymore.,1,0.97,2025-08-30T16:11:20.281469
9acd7b8b-effd-4b76-9fbe-1a997f2595f6,7_5,Imagine they’d actually listen. No excuses. No eye rolls. Just… listening.  [playlist:Hurt]  What would you say to the person who hurt you?,,7,Healing,,A,7_5_A,A. You didn’t break me.  But you did leave a mark.,2,1.38,2025-08-29T16:11:20.281491
9acd7b8b-effd-4b76-9fbe-1a997f2595f6,7_5,Imagine they’d actually listen. No excuses. No eye rolls. Just… listening.  [playlist:Hurt]  What would you say to the person who hurt you?,,7,Healing,,D,7_5_D,D. I’m still healing—and promising not to be like you.,2,0.85,2025-08-29T16:11:20.281491
9acd7b8b-effd-4b76-9fbe-1a997f2595f6,7_5,Imagine they’d actually listen. No excuses. No eye rolls. Just… listening.  [playlist:Hurt]  What would you say to the person who hurt you?,,7,Healing,,B,7_5_B,B.  I wish you knew what it felt like on my side.,2,0.74,2025-08-29T16:11:20.281491
9acd7b8b-effd-4b76-9fbe-1a997f2595f6,7_6,What helps you move on from something that still stings?,,7,Healing,,C,7_6_C,C. Rewriting the story so I don’t feel like the loser.,2,1.44,2025-08-05T16:11:20.281506
9acd7b8b-effd-4b76-9fbe-1a997f2595f6,7_6,What helps you move on from something that still stings?,,7,Healing,,B,7_6_B,B. Talking it out until it stops controlling me.,2,1.35,2025-08-05T16:11:20.281506
9acd7b8b-effd-4b76-9fbe-1a997f2595f6,7_6,What helps you move on from something that still stings?,,7,Healing,,A,7_6_A,A. Giving it less space in my thoughts—on purpose.,2,0.56,2025-08-05T16:11:20.281506
9acd7b8b-effd-4b76-9fbe-1a997f2595f6,7_7,What are the things you’ve done that helped you feel whole again?,,7,Healing,,D,7_7_D,D. I helped someone else through their pain.,2,1.07,2025-08-19T16:11:20.281521
9acd7b8b-effd-4b76-9fbe-1a997f2595f6,8_1,“Your self-worth is determined by you. You don’t have to depend on someone telling you who you are.” - bell hooks What do you want to believe about yourself—even on tough days?,,8,Defense,,C,8_1_C,C. That I’ll grow into someone I’m proud of.,1,0.87,2025-08-07T16:11:20.281531
9acd7b8b-effd-4b76-9fbe-1a997f2595f6,8_1,“Your self-worth is determined by you. You don’t have to depend on someone telling you who you are.” - bell hooks What do you want to believe about yourself—even on tough days?,,8,Defense,,B,8_1_B,B. That I’m stronger than one bad moment.,1,0.56,2025-08-07T16:11:20.281531
9acd7b8b-effd-4b76-9fbe-1a997f2595f6,8_1,“Your self-worth is determined by you. You don’t have to depend on someone telling you who you are.” - bell hooks What do you want to believe about yourself—even on tough days?,,8,Defense,,A,8_1_A,"A. That I still matter, even when it’s hard to see it today.",1,0.93,2025-08-07T16:11:20.281531
9acd7b8b-effd-4b76-9fbe-1a997f2595f6,8_1,“Your self-worth is determined by you. You don’t have to depend on someone telling you who you are.” - bell hooks What do you want to believe about yourself—even on tough days?,,8,Defense,,OTHER,8_1_OTHER,Other,1,0.97,2025-08-07T16:11:20.281531
9acd7b8b-effd-4b76-9fbe-1a997f2595f6,8_2,"Many teens feel: “When the jokes stop, I can finally just be chill around them.” What’s something you wish people would stop teasing you about?",,8,Defense,,A,8_2_A,"A. My body, my voice, or how I look",1,0.74,2025-08-07T16:11:20.281549
9acd7b8b-effd-4b76-9fbe-1a997f2595f6,8_2,"Many teens feel: “When the jokes stop, I can finally just be chill around them.” What’s something you wish people would stop teasing you about?",,8,Defense,,D,8_2_D,D. Nothing. No one ever teased me.,1,1.41,2025-08-07T16:11:20.281549
9acd7b8b-effd-4b76-9fbe-1a997f2595f6,8_2,"Many teens feel: “When the jokes stop, I can finally just be chill around them.” What’s something you wish people would stop teasing you about?",,8,Defense,,B,8_2_B,B. My clothes or the things I like,1,1.26,2025-08-07T16:11:20.281549
9acd7b8b-effd-4b76-9fbe-1a997f2595f6,8_11,What’s your villain origin story?,,8,Defense,,C,8_11_C,C. I shared my fries—and they didn’t share back.,1,1.1,2025-08-21T16:11:20.281564
9acd7b8b-effd-4b76-9fbe-1a997f2595f6,8_11,What’s your villain origin story?,,8,Defense,,B,8_11_B,B. I wore my best outfit and no one noticed.,1,1.08,2025-08-21T16:11:20.281564
9acd7b8b-effd-4b76-9fbe-1a997f2595f6,8_11,What’s your villain origin story?,,8,Defense,,A,8_11_A,A. Someone said “calm down” when I was calm.,1,0.93,2025-08-21T16:11:20.281564
9acd7b8b-effd-4b76-9fbe-1a997f2595f6,8_10,"What if someone made fun of your parent—how they look, talk, or what they do?",,8,Defense,,E,8_10_E,E. I’d carry it for days. It hurts deep.,2,0.59,2025-08-26T16:11:20.281579
9acd7b8b-effd-4b76-9fbe-1a997f2595f6,8_10,"What if someone made fun of your parent—how they look, talk, or what they do?",,8,Defense,,D,8_10_D,D. I’d laugh it off so they don’t see me hurt.,2,1.49,2025-08-26T16:11:20.281579
9acd7b8b-effd-4b76-9fbe-1a997f2595f6,9_24,Support isn’t just about love—it’s about how it’s given. Even the best intentions can miss the mark. What would actually help you feel seen and heard? Want to say something without a fight? Share this playlist with your parent. It's not about blame. It’s about how support can feel strong and soft. [playlist:Family]  What do you wish your parents did differently to support you?,,9,Family,,C,9_24_C,C. Stop comparing me to other kids or my siblings.,2,0.6,2025-08-03T16:11:20.281591
9acd7b8b-effd-4b76-9fbe-1a997f2595f6,9_24,Support isn’t just about love—it’s about how it’s given. Even the best intentions can miss the mark. What would actually help you feel seen and heard? Want to say something without a fight? Share this playlist with your parent. It's not about blame. It’s about how support can feel strong and soft. [playlist:Family]  What do you wish your parents did differently to support you?,,9,Family,,B,9_24_B,B. Trust that I’m trying—even if I don’t do things their way.,2,0.63,2025-08-03T16:11:20.281591
9acd7b8b-effd-4b76-9fbe-1a997f2595f6,9_24,Support isn’t just about love—it’s about how it’s given. Even the best intentions can miss the mark. What would actually help you feel seen and heard? Want to say something without a fight? Share this playlist with your parent. It's not about blame. It’s about how support can feel strong and soft. [playlist:Family]  What do you wish your parents did differently to support you?,,9,Family,,OTHER,9_24_OTHER,Other,2,1.4,2025-08-03T16:11:20.281591
9acd7b8b-effd-4b76-9fbe-1a997f2595f6,9_13,"Even when it’s hard to watch, arguments can teach us things.   What have your parents’ arguments taught you—about love, respect, or yourself?",,9,Family,,A,9_13_A,A. That real love doesn’t always look calm—but it should still feel safe.,3,1.41,2025-08-27T16:11:20.281606
9acd7b8b-effd-4b76-9fbe-1a997f2595f6,9_19,"Some chores you’re asked to do. Others just… become yours. Cooking, cleaning, babysitting—every home runs on someone’s effort.  Which jobs do you find yourself doing (even when no one says thanks)?",,9,Family,,OTHER,9_19_OTHER,Other,4,1.14,2025-08-14T16:11:20.281615
9acd7b8b-effd-4b76-9fbe-1a997f2595f6,9_19,"Some chores you’re asked to do. Others just… become yours. Cooking, cleaning, babysitting—every home runs on someone’s effort.  Which jobs do you find yourself doing (even when no one says thanks)?",,9,Family,,A,9_19_A,A. Cleaning,4,0.6,2025-08-14T16:11:20.281615
9acd7b8b-effd-4b76-9fbe-1a997f2595f6,9_21,Some save. Some spend. Some make it disappear on snacks and vibes. Money habits start early—even the tiny ones.  What do you usually do with your allowance?,,9,Family,,C,9_21_C,C. Buy games or fun stuff,4,1.32,2025-08-05T16:11:20.281627
9acd7b8b-effd-4b76-9fbe-1a997f2595f6,9_21,Some save. Some spend. Some make it disappear on snacks and vibes. Money habits start early—even the tiny ones.  What do you usually do with your allowance?,,9,Family,,B,9_21_B,B. Buy birthday or Christmas gifts,4,0.78,2025-08-05T16:11:20.281627
9acd7b8b-effd-4b76-9fbe-1a997f2595f6,9_21,Some save. Some spend. Some make it disappear on snacks and vibes. Money habits start early—even the tiny ones.  What do you usually do with your allowance?,,9,Family,,OTHER,9_21_OTHER,Other,4,1.3,2025-08-05T16:11:20.281627
9acd7b8b-effd-4b76-9fbe-1a997f2595f6,9_21,Some save. Some spend. Some make it disappear on snacks and vibes. Money habits start early—even the tiny ones.  What do you usually do with your allowance?,,9,Family,,A,9_21_A,A. Save it,4,1.2,2025-08-05T16:11:20.281627
9acd7b8b-effd-4b76-9fbe-1a997f2595f6,10_1,Did you know many teens have tried AI for school or learning? Have you used the following AI tools?,,10,Future,,G,10_1_G,I haven't used any of these yet.,1,0.79,2025-08-06T16:11:20.281644
9acd7b8b-effd-4b76-9fbe-1a997f2595f6,10_1,Did you know many teens have tried AI for school or learning? Have you used the following AI tools?,,10,Future,,OTHER,10_1_OTHER,Other,1,1.06,2025-08-06T16:11:20.281644
9acd7b8b-effd-4b76-9fbe-1a997f2595f6,10_1,Did you know many teens have tried AI for school or learning? Have you used the following AI tools?,,10,Future,,B,10_1_B,B. Claude,1,1.24,2025-08-06T16:11:20.281644
9acd7b8b-effd-4b76-9fbe-1a997f2595f6,10_1,Did you know many teens have tried AI for school or learning? Have you used the following AI tools?,,10,Future,,D,10_1_D,D. Gemini,1,1.4,2025-08-06T16:11:20.281644
9acd7b8b-effd-4b76-9fbe-1a997f2595f6,10_1,Did you know many teens have tried AI for school or learning? Have you used the following AI tools?,,10,Future,,A,10_1_A,A. ChatGPT,1,0.55,2025-08-06T16:11:20.281644
9acd7b8b-effd-4b76-9fbe-1a997f2595f6,10_1,Did you know many teens have tried AI for school or learning? Have you used the following AI tools?,,10,Future,,C,10_1_C,C. DeepSeek,1,1.32,2025-08-06T16:11:20.281644
9acd7b8b-effd-4b76-9fbe-1a997f2595f6,10_1,Did you know many teens have tried AI for school or learning? Have you used the following AI tools?,,10,Future,,F,10_1_F,E. Midjourney,1,1.24,2025-08-06T16:11:20.281644
9acd7b8b-effd-4b76-9fbe-1a997f2595f6,10_1,Did you know many teens have tried AI for school or learning? Have you used the following AI tools?,,10,Future,,E,10_1_E,D. Suno,1,0.56,2025-08-06T16:11:20.281644
9acd7b8b-effd-4b76-9fbe-1a997f2595f6,10_2,What did you use them for?,,10,Future,,C,10_2_C,"C. Preparing or running a business (products, pitches, content, etc.)",1,1.18,2025-08-22T16:11:20.281680
9acd7b8b-effd-4b76-9fbe-1a997f2595f6,10_2,What did you use them for?,,10,Future,,D,10_2_D,D. I haven’t used any AI tools yet,1,0.96,2025-08-22T16:11:20.281680
9acd7b8b-effd-4b76-9fbe-1a997f2595f6,10_2,What did you use them for?,,10,Future,,A,10_2_A,"A. School work (homework, essays, studying, etc.)",1,1.34,2025-08-22T16:11:20.281680
9acd7b8b-effd-4b76-9fbe-1a997f2595f6,10_2,What did you use them for?,,10,Future,,B,10_2_B,"B. Fun or creative stuff (songs, images, etc.)",1,1.42,2025-08-22T16:11:20.281680
9acd7b8b-effd-4b76-9fbe-1a997f2595f6,10_7,"You don’t get polled—but you’ll live the outcome. AI is changing jobs, and 41% of grads aren’t using their degrees. What kinds of new jobs do you think could grow—knowing no one can really predict the future?  You may want to check out ""The Future of Work"" at BBC",,10,Future,,D,10_7_D,"D.  Creative + human-based work (storytelling, design, or mental health)",2,0.95,2025-08-07T16:11:20.281703
9acd7b8b-effd-4b76-9fbe-1a997f2595f6,10_18,You grew up with AI in your pocket. Maybe you’re the first generation to dream beyond survival. What would you do if you had $100K/year—no strings attached?,,10,Future,,A,10_18_A,A.  Chill. Travel. Take care of myself.,2,1.33,2025-07-31T16:11:20.281713
9acd7b8b-effd-4b76-9fbe-1a997f2595f6,10_18,You grew up with AI in your pocket. Maybe you’re the first generation to dream beyond survival. What would you do if you had $100K/year—no strings attached?,,10,Future,,D,10_18_D,D.  Honestly? I don’t even know. I’ve never let myself dream that big.,2,1.46,2025-07-31T16:11:20.281713
9acd7b8b-effd-4b76-9fbe-1a997f2595f6,10_18,You grew up with AI in your pocket. Maybe you’re the first generation to dream beyond survival. What would you do if you had $100K/year—no strings attached?,,10,Future,,OTHER,10_18_OTHER,Other,2,1.17,2025-07-31T16:11:20.281713
9acd7b8b-effd-4b76-9fbe-1a997f2595f6,10_18,You grew up with AI in your pocket. Maybe you’re the first generation to dream beyond survival. What would you do if you had $100K/year—no strings attached?,,10,Future,,C,10_18_C,C.  Help people in need,2,0.53,2025-07-31T16:11:20.281713
9acd7b8b-effd-4b76-9fbe-1a997f2595f6,10_20,AI might replace jobs—but it doesn’t have to replace people. Why do you think people should work?,,10,Future,,A,10_20_A,A.  To earn money to survive.,2,1.28,2025-08-11T16:11:20.281731
9acd7b8b-effd-4b76-9fbe-1a997f2595f6,10_20,AI might replace jobs—but it doesn’t have to replace people. Why do you think people should work?,,10,Future,,B,10_20_B,"B.  To connect—with people, ideas, the world.",2,1.12,2025-08-11T16:11:20.281731
9acd7b8b-effd-4b76-9fbe-1a997f2595f6,10_20,AI might replace jobs—but it doesn’t have to replace people. Why do you think people should work?,,10,Future,,OTHER,10_20_OTHER,Other,2,0.97,2025-08-11T16:11:20.281731
9acd7b8b-effd-4b76-9fbe-1a997f2595f6,10_20,AI might replace jobs—but it doesn’t have to replace people. Why do you think people should work?,,10,Future,,D,10_20_D,D. Never thought about this.,2,0.69,2025-08-11T16:11:20.281731
9acd7b8b-effd-4b76-9fbe-1a997f2595f6,10_21,In a world changing fast—what do you hope your future self will thank you for?,,10,Future,,C,10_21_C,C. Taking time to figure myself out,3,0.79,2025-08-21T16:11:20.281750
9acd7b8b-effd-4b76-9fbe-1a997f2595f6,10_21,In a world changing fast—what do you hope your future self will thank you for?,,10,Future,,A,10_21_A,A. Doing what scares me anyway,3,0.69,2025-08-21T16:11:20.281750
9acd7b8b-effd-4b76-9fbe-1a997f2595f6,10_21,In a world changing fast—what do you hope your future self will thank you for?,,10,Future,,B,10_21_B,B. Cutting off what drained me,3,1.34,2025-08-21T16:11:20.281750
9acd7b8b-effd-4b76-9fbe-1a997f2595f6,10_21,In a world changing fast—what do you hope your future self will thank you for?,,10,Future,,OTHER,10_21_OTHER,Other,3,0.72,2025-08-21T16:11:20.281750
9acd7b8b-effd-4b76-9fbe-1a997f2595f6,10_21,In a world changing fast—what do you hope your future self will thank you for?,,10,Future,,D,10_21_D,D. Showing up even when I felt lost,3,0.61,2025-08-21T16:11:20.281750
9acd7b8b-effd-4b76-9fbe-1a997f2595f6,10_22,"In a tech-filled future, what still excites you most?",,10,Future,,E,10_22_E,E. Finally proving everyone wrong.,3,1.39,2025-08-07T16:11:20.281769
9acd7b8b-effd-4b76-9fbe-1a997f2595f6,10_22,"In a tech-filled future, what still excites you most?",,10,Future,,D,10_22_D,"D. Making a real impact—on people, the world, something bigger than me.",3,1.26,2025-08-07T16:11:20.281769
9acd7b8b-effd-4b76-9fbe-1a997f2595f6,10_22,"In a tech-filled future, what still excites you most?",,10,Future,,A,10_22_A,"A. Honestly, the future makes me kind of nervous.",3,0.77,2025-08-07T16:11:20.281769
9acd7b8b-effd-4b76-9fbe-1a997f2595f6,10_23,What’s something you secretly hope to be amazing at?,,10,Future,,OTHER,10_23_OTHER,Other,3,1.27,2025-08-10T16:11:20.281784
9acd7b8b-effd-4b76-9fbe-1a997f2595f6,10_23,What’s something you secretly hope to be amazing at?,,10,Future,,C,10_23_C,C. Something no one expects from me,3,0.91,2025-08-10T16:11:20.281784
9acd7b8b-effd-4b76-9fbe-1a997f2595f6,10_23,What’s something you secretly hope to be amazing at?,,10,Future,,D,10_23_D,"D. Being at peace, honestly",3,0.94,2025-08-10T16:11:20.281784
9acd7b8b-effd-4b76-9fbe-1a997f2595f6,10_23,What’s something you secretly hope to be amazing at?,,10,Future,,B,10_23_B,B. Speaking up and owning rooms,3,1.01,2025-08-10T16:11:20.281784
9acd7b8b-effd-4b76-9fbe-1a997f2595f6,10_24,What’s your biggest fear about the future?,,10,Future,,C,10_24_C,C. That the people in power won’t protect our generation’s future.,3,0.82,2025-08-26T16:11:20.281801
9acd7b8b-effd-4b76-9fbe-1a997f2595f6,10_25,What are you quietly building for your future self—something even smarter tech can’t touch?,,10,Future,,OTHER,10_25_OTHER,Other,3,1.01,2025-08-12T16:11:20.281811
9acd7b8b-effd-4b76-9fbe-1a997f2595f6,10_25,What are you quietly building for your future self—something even smarter tech can’t touch?,,10,Future,,A,10_25_A,"A. A habit, like writing, exercising, or focusing better.",3,1.2,2025-08-12T16:11:20.281811
9acd7b8b-effd-4b76-9fbe-1a997f2595f6,11_5,Which school subjects do you actually enjoy? (Pick up to 3),,11,School,,OTHER,11_5_OTHER,Other,1,1.14,2025-08-25T16:11:20.281823
9acd7b8b-effd-4b76-9fbe-1a997f2595f6,11_5,Which school subjects do you actually enjoy? (Pick up to 3),,11,School,,C,11_5_C,C. English / Language Arts,1,0.62,2025-08-25T16:11:20.281823
9acd7b8b-effd-4b76-9fbe-1a997f2595f6,11_5,Which school subjects do you actually enjoy? (Pick up to 3),,11,School,,H,11_5_H,H. I don’t really enjoy any subjects,1,1.42,2025-08-25T16:11:20.281823
9acd7b8b-effd-4b76-9fbe-1a997f2595f6,11_7,Which PE sports do you like most? (Pick up to 3),,11,School,,E,11_7_E,Esports,1,1.27,2025-08-29T16:11:20.281839
9acd7b8b-effd-4b76-9fbe-1a997f2595f6,11_18,Teachers are asking for more meaningful teaching. Students are asking for more purpose and connection. And AI? It’s already answering the easy stuff—so what we teach (and how) has to evolve. So what do you wish school did differently—to actually help students like you?,,11,School,,C,11_18_C,"C. Let us try things. Create, fail, fix, repeat. That’s how we grow.",4,0.94,2025-08-06T16:11:20.281856
9acd7b8b-effd-4b76-9fbe-1a997f2595f6,11_18,Teachers are asking for more meaningful teaching. Students are asking for more purpose and connection. And AI? It’s already answering the easy stuff—so what we teach (and how) has to evolve. So what do you wish school did differently—to actually help students like you?,,11,School,,D,11_18_D,D. Treat school like a launchpad—not a sorting hat.,4,0.83,2025-08-06T16:11:20.281856
9acd7b8b-effd-4b76-9fbe-1a997f2595f6,11_18,Teachers are asking for more meaningful teaching. Students are asking for more purpose and connection. And AI? It’s already answering the easy stuff—so what we teach (and how) has to evolve. So what do you wish school did differently—to actually help students like you?,,11,School,,A,11_18_A,A. Teach us how to ask better questions—not just give right answers.,4,1.03,2025-08-06T16:11:20.281856
9acd7b8b-effd-4b76-9fbe-1a997f2595f6,11_20,What do you think your teachers might be struggling with?,,11,School,,OTHER,11_20_OTHER,Other,4,1.01,2025-08-18T16:11:20.281871
9acd7b8b-effd-4b76-9fbe-1a997f2595f6,12_3,What keeps you playing a game? What’s the hook? (Pick one or two),,12,Fun_Stuff,,D,12_3_D,D. My friends,1,1.04,2025-08-17T16:11:20.281881
9acd7b8b-effd-4b76-9fbe-1a997f2595f6,12_7,What kind of shows or movies do you watch most? (Pick up to 3),,12,Fun_Stuff,,H,12_7_H,H. Documentaries,3,0.97,2025-08-30T16:11:20.281891
9acd7b8b-effd-4b76-9fbe-1a997f2595f6,12_7,What kind of shows or movies do you watch most? (Pick up to 3),,12,Fun_Stuff,,C,12_7_C,C. Scary / Horror,3,0.7,2025-08-30T16:11:20.281891
9acd7b8b-effd-4b76-9fbe-1a997f2595f6,12_7,What kind of shows or movies do you watch most? (Pick up to 3),,12,Fun_Stuff,,B,12_7_B,B. Action / Superhero,3,0.9,2025-08-30T16:11:20.281891
9acd7b8b-effd-4b76-9fbe-1a997f2595f6,12_8,Where do you usually watch movies or shows? (Pick up to 3),,12,Fun_Stuff,,D,12_8_D,D. Tablet,3,1.5,2025-08-02T16:11:20.281915
